idx,province,zone,title,name,surname,no.,party,manual edited
1242,ชัยภูมิ,2,นาย,เชิงชาย,ชาลีรินทร์,4,พลังประชารัฐ,
1243,ชัยภูมิ,2,นาย,สุริยะ,สิทธิ์กลาง,5,ประชาไทย,
1244,ชัยภูมิ,2,นาง,ปราณี,ดำรงพันธ์,6,ประชาภิวัฒน์,
1245,ชัยภูมิ,2,นางสาว,ณิรารัช,วรรณจงคำ,7,พลังท้องถิ่นไท,
1246,ชัยภูมิ,2,นาย,ฤชากฤษณ์,สุวรรณชัย,8,ประชานิยม,
1247,ชัยภูมิ,2,นาย,เอกชัย,อังกลมเกลียว,9,เศรษฐกิจใหม่,
1248,ชัยภูมิ,2,นาย,ไถง,ครอบบัวบาน,10,ประชาธิปัตย์,
1249,ชัยภูมิ,2,นางสาว,สุนทรี,ชัยวิรัตนะ,11,ภูมิใจไทย,
1250,ชัยภูมิ,2,นาง,ดาวเรือง,ยอดวงศ์,12,ไทยธรรม,
1251,ชัยภูมิ,2,นางสาว,วาสนา,อยู่ภักดี,13,เพื่อนไทย,
1252,ชัยภูมิ,2,นางสาว,ปาริชาติ,ชาลีเครือ,14,รักษ์ผืนป่าประเทศไทย,
1253,ชัยภูมิ,2,นาย,ญาณกร,แก้วสารภูมิ,15,ชาติพัฒนา,
1254,ชัยภูมิ,2,นาย,ซุง,การกะสัง,16,พลังไทยรักไทย,
1255,ชัยภูมิ,2,นาย,ไพโรจน์,วงงาน,17,อนาคตใหม่,
1256,ชัยภูมิ,2,นางสาว,รัชนก,ชวดชัยภูมิ,18,พลังแรงงานไทย,
1257,ชัยภูมิ,2,นาย,อุดม,ลีหัวสระ,19,รวมพลังประชาชาติไทย,
1258,ชัยภูมิ,2,นางสาว,ปรีดาพร,คุ้มไข่นํ้า,20,เพื่อแผ่นดิน,
1259,ชัยภูมิ,2,นาย,ปรีชา,พงษ์จตุรา,21,ชาติไทยพัฒนา,
1260,ชัยภูมิ,3,นาย,จำปี,พั่วสำโรง,1,ชาติพัฒนา,
1261,ชัยภูมิ,3,นางสาว,เพ็ญทิพย์,ศิริสุวรรณ,2,ไทยธรรม,
1262,ชัยภูมิ,3,นาย,ประทวน,เรืองจาบ,3,พลังท้องถิ่นไท,
1263,ชัยภูมิ,3,นาย,สัมฤทธิ์,แทนทรัพย์,4,พลังประชารัฐ,
1264,ชัยภูมิ,3,พันตำรวจโท,สุราษ,แก้ววังปา,5,เสรีรวมไทย,
1265,ชัยภูมิ,3,นาย,อนันต์,ลิมปคุปตถาวร,6,เพื่อไทย,
1266,ชัยภูมิ,3,นาย,พัชรพล,วชิระพานิชกุล,7,ภูมิใจไทย,
1267,ชัยภูมิ,3,นาย,กฤษณ์ดนัย,หมู่สะแก,8,ประชาธิปัตย์,
1268,ชัยภูมิ,3,นาย,สุริยา,ฉิมพาลี,9,ประชาภิวัฒน์,
1269,ชัยภูมิ,3,นาย,วิญญา,นามพฤทธิ์,10,ประชานิยม,
1270,ชัยภูมิ,3,นาย,สาโรจน์,คำพิทักษ์,11,ชาติไทยพัฒนา,
1271,ชัยภูมิ,3,นาย,สมศักดิ์,ปะสีกัง,12,เพื่อนไทย,
1272,ชัยภูมิ,3,นาย,ณัฐพนธ์,โรจนวิริยางกูร,13,เศรษฐกิจใหม่,
1273,ชัยภูมิ,3,นาย,สันติภาพ,จันทร์โท,14,ทางเลือกใหม่,
1274,ชัยภูมิ,3,นาย,สยาม,ไทยประสงค์,15,พลังไทยรักไทย,
1275,ชัยภูมิ,3,นาย,สหรัฐ,ละจินดาวงศ์,16,เพื่อคนไทย,
1276,ชัยภูมิ,3,นาย,ณภัทร,ละแมนชัย,17,พลังแรงงานไทย,
1277,ชัยภูมิ,3,นาย,คำผัส,ศรีเสริมวงค์,18,รวมพลังประชาชาติไทย,
1278,ชัยภูมิ,3,นาย,อุทัย,ประเสริฐศรี,19,รักษ์ผืนป่าประเทศไทย,
1279,ชัยภูมิ,3,นาย,สุระศักดิ์,ชื่นจรัสพรสกุล,20,อนาคตใหม่,
1280,ชัยภูมิ,3,นาย,ทรงเศรษฐวสิฏฐ์,คำหลาย,21,เพื่อแผ่นดิน,
1281,ชัยภูมิ,4,นาย,ชยนนท์,คำเบ้า,1,ประชาธิปัตย์,
1282,ชัยภูมิ,4,นาย,บุญทัน,ฝาชัยภูมิ,2,รักษ์ผืนป่าประเทศไทย,
1283,ชัยภูมิ,4,นาย,วิชิต,วรสิงห์,3,ทางเลือกใหม่,
1284,ชัยภูมิ,4,นาย,ปิติภูมิ,พึ่งภูมิ,4,ภูมิใจไทย,
1285,ชัยภูมิ,4,นาย,วิสิฏฐ์,ฦานาม,5,ประชานิยม,
1286,ชัยภูมิ,4,นางสาว,คณารัตน์,พรมเดื่อ,6,เพื่อนไทย,
1287,ชัยภูมิ,4,นาย,สุขสันต์,ชื่นจิตร,7,พลังประชารัฐ,
1288,ชัยภูมิ,4,นาง,สุเนตร์,หิรัญเกิด,8,ไทยธรรม,
1289,ชัยภูมิ,4,นาย,มานะ,โลหะวณิชย์,9,เพื่อไทย,
1290,ชัยภูมิ,4,นาย,นล,ฦๅชา,10,ประชาภิวัฒน์,
1291,ชัยภูมิ,4,นาย,ราชัน,วรรณจงคำ,11,พลังท้องถิ่นไท,
1292,ชัยภูมิ,4,นาย,บุญมี,พ่อยอดรัก,12,เสรีรวมไทย,
1293,ชัยภูมิ,4,นาง,นิตยา,มะโนชัย,13,พลังแรงงานไทย,
1294,ชัยภูมิ,4,นาย,จรัญ,ชูช่วย,14,ประชาชนปฏิรูป,
1295,ชัยภูมิ,4,นาง,รัฐภัทร์,เบ้าทุมมา,15,อนาคตใหม่,
1296,ชัยภูมิ,4,นางสาว,ศิริกาญน์,เพชรล้ำ,16,รวมพลังประชาชาติไทย,
1297,ชัยภูมิ,4,นางสาว,กรองแก้ว,ฦาชา,17,ชาติพัฒนา,
1298,ชัยภูมิ,4,นาย,ชัยชาญ,จรรย์โกมล,18,ชาติไทยพัฒนา,
1299,ชัยภูมิ,5,พันตำรวจตรี,เฉลิม,ฦๅชา,1,เศรษฐกิจใหม่,
1300,ชัยภูมิ,5,นาย,รฐนนท์,เชื้อสามารถ,2,พลังไทยรักไทย,
1301,ชัยภูมิ,5,นาย,เสถียร,เที่ยงตรง,3,ประชาธิปัตย์,
1302,ชัยภูมิ,5,นาย,นพดล,แกมคำ,4,ประชาชาติ,
1303,ชัยภูมิ,5,ร้อยตำรวจโท,ชาติภูมิ,ทวีสัตย์,5,ไทยธรรม,
1304,ชัยภูมิ,5,นาง,อรนุช,ผลภิญโญ,6,อนาคตใหม่,
1305,ชัยภูมิ,5,นาย,สมาส,แก้วจิรพันธ์,7,รักษ์ผืนป่าประเทศไทย,
1306,ชัยภูมิ,5,นาย,มนตรี,แก้วกำมา,8,ประชานิยม,
1307,ชัยภูมิ,5,นาย,บุญเลิศ,ตลับทอง,9,พลังธรรมใหม่,
1308,ชัยภูมิ,5,นาย,สมชัย,ชัยมาตร์,10,เพื่อนไทย,
1309,ชัยภูมิ,5,ว่าที่ร้อยตรี,ธาดา,รัตนาธิวัฒน์,11,เสรีรวมไทย,
1310,ชัยภูมิ,5,นาย,พศิน,แก้วสารภูมิ,12,ชาติพัฒนา,
1311,ชัยภูมิ,5,นาง,พรเพ็ญ,บุญศิริวัฒนกุล,13,เพื่อไทย,
1312,ชัยภูมิ,5,นาย,จักรพงษ์,เชื้อไพบูลย์,14,ประชาไทย,
1313,ชัยภูมิ,5,นาย,ประทีป,พลมณี,15,เพื่อคนไทย,
1314,ชัยภูมิ,5,นาย,เชวงศักดิ์,เร่งไพบูลย์วงษ์,16,ภูมิใจไทย,
1315,ชัยภูมิ,5,นาย,บรรเจิด,นราพล,17,พลังท้องถิ่นไท,
1316,ชัยภูมิ,5,นาย,พีระพล,ติ้วสุวรรณ,18,พลังประชารัฐ,
1317,ชัยภูมิ,5,นาง,กงใจ,จรัสพันธ์,19,ประชาภิวัฒน์,
1318,ชัยภูมิ,5,นาย,ชวลิต,เหล่าอูด,20,รวมพลังประชาชาติไทย,
1319,ชัยภูมิ,5,นาย,สายยนต์,พรมคุณ,21,เพื่อแผ่นดิน,
1320,ชัยภูมิ,5,นางสาว,กรุงรัตน์,รถเพชร,22,ประชาชนปฏิรูป,
1321,ชัยภูมิ,5,นาย,ชัยยุทธ,จรรย์โกมล,23,ชาติไทยพัฒนา,
1322,ชัยภูมิ,6,นาง,กชกร,อุ้ยปัชฌาวงศ์,1,พลังไทยรักไทย,
1323,ชัยภูมิ,6,นางสาว,เพชราพร,ภูมิรัตนประพิณ,2,ภูมิใจไทย,
1324,ชัยภูมิ,6,นาย,ธนาชัย,นิธิวรัญญู,3,ประชานิยม,
1325,ชัยภูมิ,6,นาย,พัฒน์ภิรมย์,พิชิตวนคาม,4,ชาติไทยพัฒนา,
1326,ชัยภูมิ,6,นาย,ณรงฤทธิ์,มอบสันเทียะ,5,ทางเลือกใหม่,
1327,ชัยภูมิ,6,นาย,ธนภัทร,ยอดเสรณี,6,ประชาไทย,
1328,ชัยภูมิ,6,นาง,จุรีพร,เหล่าชำนิ,7,เพื่อนไทย,
1329,ชัยภูมิ,6,นาย,ประชา,ลีพิลา,8,พลังท้องถิ่นไท,
1330,ชัยภูมิ,6,นาง,ไพวรรณ์,ตันวิเศษ,9,ไทยธรรม,
1331,ชัยภูมิ,6,นาย,สากล,มาชัยภูมิ,10,ประชาธิปัตย์,
1332,ชัยภูมิ,6,นาย,อภิสิทธิ์,เวียนวิเศษ,11,พลังประชารัฐ,
1333,ชัยภูมิ,6,นาย,พงศ์พิบูลย์,ฉายแสง,12,ประชาภิวัฒน์,
1334,ชัยภูมิ,6,นาย,สุรพงษ์,ศรีรักธรรม,13,ชาติพัฒนา,
1335,ชัยภูมิ,6,นาย,ปฐมพัฒน์,ผาทอง,14,เสรีรวมไทย,
1336,ชัยภูมิ,6,นาย,สุรวิทย์,คนสมบูรณ์,15,เพื่อไทย,
1337,ชัยภูมิ,6,นาย,จอมจักรภพ,เอกกุล,16,ประชาชาติ,
1338,ชัยภูมิ,6,นาย,กิติพร,เศรษฐภูมิภักดี,17,พลังแรงงานไทย,
1339,ชัยภูมิ,6,นาย,วิรัตน์,สูงภูเขียว,18,รักษ์ผืนป่าประเทศไทย,
1340,ชัยภูมิ,6,นาง,กมลวรรณ,โคจำนงค์,19,อนาคตใหม่,
1341,ชัยภูมิ,6,นาย,อภิชิต,ดวงธิสาร,20,พลังชาติไทย,
1342,ชัยภูมิ,6,นาย,บุญฤทธิ์,บุสทิพย์,21,รวมพลังประชาชาติไทย,
1343,ชัยภูมิ,6,นางสาว,กัลยา,พิลาออน,22,ประชาชนปฏิรูป,
1344,ชัยภูมิ,6,นาย,สัมพันธ์,ประทุมเวียง,23,เพื่อแผ่นดิน,
1345,ชุมพร,1,นาย,ทนายเสือธนพล,สุขปาน,1,ไทยรักษาชาติ,
1346,ชุมพร,1,นาย,สุชีพ,ท้าวเชื้อลาว,2,พลังท้องถิ่นไท,
1347,ชุมพร,1,นาย,เกษมสันต์,วงศ์สุวัฒน์,3,ทางเลือกใหม่,
1348,ชุมพร,1,นาย,จเด็จ,ครูศากยวงศ์,4,เสรีรวมไทย,
1349,ชุมพร,1,นาย,ชวลิต,อาจหาญ,5,พลังประชารัฐ,
1350,ชุมพร,1,นาง,สุวิชาดา,พุทธเกิด,6,ชาติพัฒนา,
1351,ชุมพร,1,นาย,ชุมพล,จุลใส,7,ประชาธิปัตย์,
1352,ชุมพร,1,นาย,สุรพล,เมฆนิติ,8,รักษ์ผืนป่าประเทศไทย,
1353,ชุมพร,1,นาย,เกรียงศักดิ์,จังคสุต,9,ชาติไทยพัฒนา,
1354,ชุมพร,1,นาย,สมชาย,ทองพูล,10,ภูมิใจไทย,
1355,ชุมพร,1,นาย,ชาญวิทย์,ใจสว่าง,11,อนาคตใหม่,
1356,ชุมพร,1,นางสาว,หนึ่งฤทัย,พันกุ่ม,12,กรีน,
1357,ชุมพร,1,นาย,จเรย์,พรหมมาตย์,13,รวมพลังประชาชาติไทย,
1358,ชุมพร,1,นาย,วรพันธ์,สุขประวิทย์,14,เพื่อชาติ,
1359,ชุมพร,2,นาง,วันทนา,นาคสิงห์คราญ,1,อนาคตใหม่,
1360,ชุมพร,2,นาย,อภิศักดิ์,ศรีเผด็จ,2,กรีน,
1361,ชุมพร,2,นาย,พิเชษฐ์,ศรีสดใส,3,เสรีรวมไทย,
1362,ชุมพร,2,นาย,สมบูรณ์,หนูนวล,4,พลังประชารัฐ,
1363,ชุมพร,2,นาย,สันต์,แซ่ตั้ง,5,รวมพลังประชาชาติไทย,
1364,ชุมพร,2,นาย,นิพล,แดงลาศ,6,ภูมิใจไทย,
1365,ชุมพร,2,นาย,มนตรี,พรหมฤทธิ์,7,รักษ์ผืนป่าประเทศไทย,
1366,ชุมพร,2,นาย,สราวุธ,อ่อนละมัย,8,ประชาธิปัตย์,
1367,ชุมพร,2,นาย,ธนภัทร,ประสิทธิ์,9,ทางเลือกใหม่,
1368,ชุมพร,2,ด.ต.,ประดิษฐ์,ขำขาว,10,เพื่อธรรม,
1369,ชุมพร,2,นาย,หาญรบ,ตุงคะเสน,11,ชาติไทยพัฒนา,
1370,ชุมพร,2,นาย,ภาณุมาศ,เพ็ชรคีรี,12,ประชาชาติ,
1371,ชุมพร,2,นาย,อำนาจ,อินทนา,13,ไทยรักษาชาติ,
1372,ชุมพร,2,ดร.,รุจินาถ,ศรีสุวรรณ,14,เพื่อไทย,
1373,ชุมพร,2,นาย,อำนาจ,ณรงค์น้อย,15,พลังท้องถิ่นไท,
1374,ชุมพร,2,นาย,ธวัช,นุ้ยรัตน์,17,ประชาชนปฏิรูป,
1375,ชุมพร,2,นาย,กิตติศักดิ์,รุ่งแดง,18,พลังไทยรักไทย,
1376,ชุมพร,3,นาย,เบญจางค์,นิยมธรรมชาติ,1,ชาติไทยพัฒนา,
1377,ชุมพร,3,นางสาว,ปวีณา,อินทมาตย์,2,พลังท้องถิ่นไท,
1378,ชุมพร,3,นาย,เสริมสุข,ไฝขาว,3,ประชาชาติ,
1379,ชุมพร,3,นาย,ปฐมพัทธ์,วงศ์สุวัฒน์,4,ทางเลือกใหม่,
1380,ชุมพร,3,นาย,ทวีป,เพ็ชร์สุวรรณ์,5,พลังประชารัฐ,
1381,ชุมพร,3,นาย,ไตรฤกษ์,มือสันทัด,6,เพื่อไทย,
1382,ชุมพร,3,นาย,เฉลิมพล,พวงบุปผา,7,อนาคตใหม่,
1383,ชุมพร,3,นาย,ธีระชาติ,ปางวิรุฬห์รักษ์,8,ประชาธิปัตย์,
1384,ชุมพร,3,นางสาว,มินทร์รฐา,ปัญจพลวราธรณ์,9,รักษ์ผืนป่าประเทศไทย,
1385,ชุมพร,3,นาย,ประพันธ์,ศรีสวัสดิ์,10,ภูมิใจไทย,
1386,ชุมพร,3,นาย,จัตุรนต์,คชสีห์,11,เพื่อชาติ,
1387,ชุมพร,3,นาย,อนุวัฒน์,ฮวดศิริ,12,ไทยรักษาชาติ,
1388,ชุมพร,3,นาย,ภิญโญ,ฤทธิชัย,13,เสรีรวมไทย,
1389,ชุมพร,3,นาย,ภัสรศักย์,คงบุญจรณบูรณ์,14,ประชานิยม,
1390,ชุมพร,3,นาย,พีรพงศ์,แซ่หลี,15,กรีน,
1391,ชุมพร,3,นาย,ชัยวัฒน์,ขวัญโต,16,ประชาชนปฏิรูป,
1392,เชียงราย,1,นาย,สามารถ,แก้วมีชัย,1,เพื่อไทย,
1393,เชียงราย,1,นาย,นรินทร์,อภิวงค์,2,ครูไทยเพื่อประชาชน,
1394,เชียงราย,1,นางสาว,สุวรรณี,แซ่ซุ่น,3,พลังธรรมใหม่,
1395,เชียงราย,1,นาย,มงคล,กันทะเตียน,4,รักษ์ผืนป่าประเทศไทย,
1396,เชียงราย,1,นาง,รัตนา,จงสุทธานามณี,5,พลังประชารัฐ,
1397,เชียงราย,1,นาย,เอกภพ,เพียรพิเศษ,6,อนาคตใหม่,
1398,เชียงราย,1,นาย,อุดมเดช,ดวงแก้ว,7,พลังท้องถิ่นไท,
1399,เชียงราย,1,นาย,ธวัชชัย,อภิวงค์,8,ประชาธิปัตย์,
1400,เชียงราย,1,นาย,ยุทธชัย,ไอ่ดอ,9,ประชาภิวัฒน์,
1401,เชียงราย,1,นาย,ชเยศ,เทพวัลย์,10,เพื่อชาติ,
1402,เชียงราย,1,ร้อยตำรวจเอก,ภรัณยู,ไชยวงค์,11,เสรีรวมไทย,
1403,เชียงราย,1,จ่าสิบเอก,ชยากร,สิทธิธัญกิจ,12,ภราดรภาพ,
1404,เชียงราย,1,นาง,พัทธนันท์,หัตถะผะสุ,13,พลังชาติไทย,
1405,เชียงราย,1,ร้อยตำรวจตรี,เหลือ,ปะโนรัมย์,14,ประชานิยม,
1406,เชียงราย,1,นาง,ธนัฏธมน,จันตุ้ย,15,รวมพลังประชาชาติไทย,
1407,เชียงราย,1,นาย,นิติธร,สมสิทธิ์,16,ภูมิใจไทย,
1408,เชียงราย,1,นาย,อาศิษฐ,มณีรัตน์,17,เพื่อแผ่นดิน,
1409,เชียงราย,1,นาย,สิทธิพร,สามคำ,18,ชาติพัฒนา,
1410,เชียงราย,2,นาย,พิเชษฐ์,สุหอม,1,เพื่อชาติ,
1411,เชียงราย,2,นาย,ศุภกร,พรหมธิ,3,ชาติพัฒนา,
1412,เชียงราย,2,นาย,ชัยธวัช,สิทธิสม,4,เสรีรวมไทย,
1413,เชียงราย,2,นาย,กฤตชนะ,ทิวาคำ,5,พลังธรรมใหม่,
1414,เชียงราย,2,พ.ต.อ.,รัฐพล,น้อยช่างคิด,6,พลังประชารัฐ,
1415,เชียงราย,2,นางสาว,ชนกพร,อุยี่,7,พลังชาติไทย,
1416,เชียงราย,2,นางสาว,รัชนีกร,สวามิวัศดิ์,8,ประชานิยม,
1417,เชียงราย,2,นางสาว,บุญพา,คุ้มสุข,9,รักษ์ผืนป่าประเทศไทย,
1418,เชียงราย,2,นาย,วิสิษฐ์,เตชะธีราวัฒน์,10,เพื่อไทย,
1419,เชียงราย,2,นาย,ณัฐพงศ์,คงอมรพนา,11,ภราดรภาพ,
1420,เชียงราย,2,นาง,อรอนงค์,แสนยากุล,12,พลังท้องถิ่นไท,
1421,เชียงราย,2,นาย,กฤษฎิ์ฏิพงษ์,นามวงศ์,13,ประชาธิปัตย์,
1422,เชียงราย,2,นาย,ไอใจ,ปู่หมื่อ,14,ประชาภิวัฒน์,
1423,เชียงราย,2,นาย,ภาณุพงศ์,คำทา,15,ประชาชาติ,
1424,เชียงราย,2,นาย,รชต,แสนพิศ,16,เพื่อแผ่นดิน,
1425,เชียงราย,2,นาย,สิทธิ์วโรจน์,สีสิงห์,17,รวมพลังประชาชาติไทย,
1426,เชียงราย,2,นาย,เฐนก,เป็งขวัญ,18,ครูไทยเพื่อประชาชน,
1427,เชียงราย,3,นาย,บุญถิ่น,นวลใหม่,1,พลังประชารัฐ,
1428,เชียงราย,3,นางสาว,พิมพ์ประภา,กันทาซาว,2,ประชาภิวัฒน์,
1429,เชียงราย,3,นาย,นิเทศน์,คำเป็ก,3,ภราดรภาพ,
1430,เชียงราย,3,นาย,เจริญ,บุญเลิศ,4,อนาคตใหม่,
1431,เชียงราย,3,นาย,ชัยชนะ,สุวรรณเชษฐา,5,พลังท้องถิ่นไท,
1432,เชียงราย,3,นาย,ทองรัก,อธิกุลสินธ์,6,ชาติพัฒนา,
1433,เชียงราย,3,นาย,สุวัฒน์,พลเยี่ยม,7,เพื่อแผ่นดิน,
1434,เชียงราย,3,นาย,จิรายุ,เผ่ากา,8,เพื่อชาติ,
1435,เชียงราย,3,นาย,ภควัต,บัวอินทร์,9,รวมพลังประชาชาติไทย,
1436,เชียงราย,3,นาง,ปราณี,ราชคมน์,10,รักษ์ผืนป่าประเทศไทย,
1437,เชียงราย,3,นาย,เด็ดดวง,พรมตัน,11,เสรีรวมไทย,
1438,เชียงราย,3,นาย,วิสาร,เตชะธีราวัฒน์,12,เพื่อไทย,
1439,เชียงราย,3,นาย,สิงห์,ใจรัตน์,13,พลังธรรมใหม่,
1440,เชียงราย,3,นาง,ลัดดา,วิชารัตน์,14,พลังชาติไทย,
1441,เชียงราย,3,นาย,เขมกร,ปัญจขันธ์,15,ประชานิยม,
1442,เชียงราย,3,นาย,ประดษิฐ์,ศรีอ้วน,16,ประชาธิปัตย์,
1443,เชียงราย,3,นาย,มนต์ชัย,มาลัย,17,ครูไทยเพื่อประชาชน,
1444,เชียงราย,3,นาย,พิเชษฐ์,สาระทะ,18,ภูมิใจไทย,
1445,เชียงราย,4,นาย,รัตน์ธนวัตร,พุทธจันทร์,1,อนาคตใหม่,
1446,เชียงราย,4,นาย,เสงี่ยม,แสนพิช,2,พลังประชารัฐ,
1447,เชียงราย,4,พันโท,สมฤทธิ์,หน่อท้าว,3,พลังชาติไทย,
1448,เชียงราย,4,นาย,จีระศักดิ์,ร่มพนาธรรม,4,ประชาชาติ,
1449,เชียงราย,4,ส.อ.,สมศักดิ์,พรมภิยะ,5,เพื่อชาติ,
1450,เชียงราย,4,นาย,สัจจธรรม,นนท์ภู,6,พลังท้องถิ่นไท,
1451,เชียงราย,4,นาย,ชัยภักดิ์,แสงสุวรรณ,7,ชาติพัฒนา,
1452,เชียงราย,4,นางสาว,พนิดา,มะโนธรรม,8,ประชาภิวัฒน์,
1453,เชียงราย,4,นาย,รังสรรค์,วันไชยธนวงศ์,9,เพื่อไทย,
1454,เชียงราย,4,นาย,เกษตรนพ,ยามี,10,เสรีรวมไทย,
1455,เชียงราย,4,นางสาว,ศศิมณี,สิทธิขันแก้ว,11,รักษ์ผืนป่าประเทศไทย,
1456,เชียงราย,4,นาย,ทินกร,แกล้วกล้า,12,ประชาธิปัตย์,
1457,เชียงราย,4,นาย,สุรชาติ,ผิวแดง,13,ภราดรภาพ,
1458,เชียงราย,4,นางสาว,ศศิวิมล,แซ่จ๋าว,14,พลังธรรมใหม่,
1459,เชียงราย,4,นาย,กฤชกร,สิทธิขันแก้ว,15,ประชานิยม,
1460,เชียงราย,4,นาย,ธวัชชัย,จรูญชาติ,16,รวมพลังประชาชาติไทย,
1461,เชียงราย,4,นาย,วิวัฒน์,สิงห์ใจ,17,ภูมิใจไทย,
1462,เชียงราย,4,นาย,คงศักดิ์,นาถประเสริฐสกุล,18,ชาติไทยพัฒนา,
1463,เชียงราย,5,นาย,บำเพ็ญ,บินไทยสงค์,1,เสรีรวมไทย,
1464,เชียงราย,5,นาง,ปภพรรณ,เด่นรัตนตระกูล,2,ประชาภิวัฒน์,
1465,เชียงราย,5,นาง,เหมยฮิน,แซ่แจว,3,พลังธรรมใหม่,
1466,เชียงราย,5,นางสาว,มิรันตี,บุญแก้ว,4,ประชาธิปัตย์,
1467,เชียงราย,5,นาย,ประหยัด,เสียงดัง,5,อนาคตใหม่,
1468,เชียงราย,5,นางสาว,จันทร์ฉาย,แซ่พ่าน,6,รักษ์ธรรม,
1469,เชียงราย,5,นาย,บัวสอน,ประชามอญ,7,พลังประชารัฐ,
1470,เชียงราย,5,ร.ต.อ.,ดอน,สมควร,8,ภราดรภาพ,
1471,เชียงราย,5,นาย,พิเชษฐ์,เชื้อเมืองพาน,9,เพื่อไทย,
1472,เชียงราย,5,นาย,นพดล,รักมนุษย์,10,พลเมืองไทย,
1473,เชียงราย,5,นาย,วัชรพงศ์,จอมวงศ์,11,ชาติพัฒนา,
1474,เชียงราย,5,นาย,ละอาด,เจริญพร,12,ครูไทยเพื่อประชาชน,
1475,เชียงราย,5,นาย,สมบูรณ์,ร่มพนาธรรม,13,พลังท้องถิ่นไท,
1476,เชียงราย,5,นาย,สมนึก,มาลัย,14,รักษ์ผืนป่าประเทศไทย,
1477,เชียงราย,5,นาย,พงษ์ทร,ชยาตุลชาต,15,เพื่อชาติ,
1478,เชียงราย,5,นาง,สุดา,หาญเจริญชัยกุล,16,ประชาชาติ,
1479,เชียงราย,5,นาย,สมาน,สุทธิสม,17,ประชานิยม,
1480,เชียงราย,5,นาย,สมชาติ,ศรีจันทร์ดี,18,พลังชาติไทย,
1481,เชียงราย,5,นาย,ม้วน,ชัยราช,19,รวมพลังประชาชาติไทย,
1482,เชียงราย,5,นาย,ธีรพล,สุวรรณ,20,ชาติไทยพัฒนา,
1483,เชียงราย,6,นาย,พีรเดช,คำสมุทร,1,อนาคตใหม่,
1484,เชียงราย,6,นาง,ภัทรวัลย์,ผลไพบูลย์,2,ชาติพัฒนา,
1485,เชียงราย,6,นาย,ดวงคำ,ใจเฝือ,3,พลังชาติไทย,
1486,เชียงราย,6,นาง,ทองมา,ศรีสด,4,ประชาภิวัฒน์,
1487,เชียงราย,6,นางสาว,วิภาพันธ์,ใจลังกาแก้ว,5,พลังท้องถิ่นไท,
1488,เชียงราย,6,นางสาว,สุนิศา,แดนแก้วรัตน์,6,ประชาชาติ,
1489,เชียงราย,6,นาย,กฤษฎ์ชัยณัช,วงศ์สมพฤกษ์,7,ภราดรภาพ,
1490,เชียงราย,6,นาย,ศักดิ์ชัย,จงสุขธนามณี,8,พลังประชารัฐ,
1491,เชียงราย,6,นาย,นรินทร์,ทารัตน์,9,รักษ์ผืนป่าประเทศไทย,
1492,เชียงราย,6,นาย,อนุภาส,ปฏิเสน,10,เพื่อชาติ,
1493,เชียงราย,6,นาง,สุภาพ,ยาปะโลหิต,11,ประชาธิปัตย์,
1494,เชียงราย,6,นาย,อิทธิเดช,แก้วหลวง,12,เพื่อไทย,
1495,เชียงราย,6,นาย,ธีระวุฒิ,คงเอียง,13,พลังธรรมใหม่,
1496,เชียงราย,6,นาย,ศิริพงษ์,มาณะศรี,14,เสรีรวมไทย,
1497,เชียงราย,6,นาย,อ่อนจันทร์,ปิตตาสังข์,15,รวมพลังประชาชาติไทย,
1498,เชียงราย,6,นางสาว,สุภาภรณ์,ก๋าใจ,16,ภูมิใจไทย,
1499,เชียงราย,7,นาย,ผจญ,ใจกล้า,1,พลังประชารัฐ,
1500,เชียงราย,7,นาย,กิตติชัย,เมืองมา,2,เพื่อชาติ,
1501,เชียงราย,7,นาย,อัครเดช,สมพบ,3,เสรีรวมไทย,
1502,เชียงราย,7,นาย,กล้าหาญ,ร้อยต้นแก้จน,4,พลังท้องถิ่นไท,
1503,เชียงราย,7,นาย,สุกิจ,ชุ่มใจ,5,พลังปวงชนไทย,
1504,เชียงราย,7,นาย,บุญสม,วันเด็น,6,ภราดรภาพ,
1505,เชียงราย,7,นางสาว,ละออง,ติยะไพรัช,7,เพื่อไทย,
1506,เชียงราย,7,นาย,พุทธสวาท,จาอินต๊ะ,8,พลังชาติไทย,
1507,เชียงราย,7,นาง,จุฬาลักษณ์,ขันสุธรรม,9,อนาคตใหม่,
1508,เชียงราย,7,นาย,เทพบุตร,แปงสนิท,10,ชาติพัฒนา,
1509,เชียงราย,7,นาย,เอกณัฏฐ์,อ่องรอง,11,ประชาภิวัฒน์,
1510,เชียงราย,7,นาย,นำชัย,อนันท์เดชา,12,ประชาธิปัตย์,
1511,เชียงราย,7,นาย,เจียวจิ้น,แซ่ลี,13,พลังธรรมใหม่,
1512,เชียงราย,7,นาง,สังวาลย์,เจริญสุข,14,รักษ์ผืนป่าประเทศไทย,
1513,เชียงราย,7,นาย,ประยงค์,เภารัตน์,15,เพื่อแผ่นดิน,
1514,เชียงราย,7,นางสาว,แสงระวี,จูเปาะ,16,ประชานิยม,
1515,เชียงราย,7,นาง,วันดี,ศรีจันทร์,17,รวมพลังประชาชาติไทย,
1516,เชียงราย,7,นางสาว,กรวิกา,สุวรรณ,18,ชาติไทยพัฒนา,
