idx,province,zone,title,name,surname,no.,party,manual edited
1,กระบี่,1,นาย,แสงชัย,วสุนธรา,2,พลังประชารัฐ,
2,กระบี่,1,นาย,สมพร,จันทร์อ่อน,3,ไทยรักษาชาติ,
3,กระบี่,1,นาย,สมคิด,แซ่ฮ่อ,4,ประชาธิปไตยใหม่,
4,กระบี่,1,นาย,วศิน,สิริเกียรติกุล,5,เสรีรวมไทย,
5,กระบี่,1,นาย,จุรุพงค์,โชคไพศาล,6,ชาติพัฒนา,
6,กระบี่,1,นาย,ไชยา,ดำดี,7,ชาติไทยพัฒนา,
7,กระบี่,1,นาง,วิชญาดา,บุญฤทธิ์,8,แทนคุณแผ่นดิน,
8,กระบี่,1,ร.ต.อ.,นิตินัย,พรหมเจริญ,9,พลังธรรมใหม่,
9,กระบี่,1,นาย,จักรพรรดิ,สุคนธกนิษฐ,11,รวมพลังประชาชาติไทย,
10,กระบี่,1,พ.ต.ท.,สมมาตร,เกลี้ยงสิน,12,ประชานิยม,
11,กระบี่,1,นาย,สุทัศ,แก้วแสวง,13,พลังท้องถิ่นไท,
12,กระบี่,1,นาง,วาสนา,แซ่ฉั่ว,14,พลังชาติไทย,
13,กระบี่,1,นาย,ยุทธนา,อ่าวลึกน้อย,15,อนาคตใหม่,
14,กระบี่,1,นาย,ทวีเกียรติ,ใจดี,16,ประชาชาติ,
15,กระบี่,1,นาย,ไพบูลย์,เกกินะ,17,เพื่อชาติ,
16,กระบี่,1,นาย,สาคร,เกี่ยวข้อง,18,ประชาธิปัตย์,
17,กระบี่,1,นาย,สมใจ,นวลนุ่น,19,รักษ์ผืนป่าประเทศไทย,
18,กระบี่,1,นาย,รุ่งโรจน์,ศรีนวลละออง,20,ครูไทยเพื่อประชาชน,
19,กระบี่,2,นาย,สมัชชา,เอ่งฉ้วน,1,พลังประชารัฐ,
20,กระบี่,2,นาย,สฤษฏ์พงษ์,เกี่ยวข้อง,3,ภูมิใจไทย,
21,กระบี่,2,นาย,นุกูล,จินดาวงษ์,4,พลังธรรมใหม่,
22,กระบี่,2,นาย,สวัสดิ์,พยายาม,5,ประชาชาติ,
23,กระบี่,2,นางสาว,กมลชนก,ราชไมตรี,6,รักษ์ผืนป่าประเทศไทย,
24,กระบี่,2,นาย,สถาปนา,ดวงน้ำแก้ว,7,เสรีรวมไทย,
25,กระบี่,2,ว่าที่พันตรี,เจ๊ะห้าสัน,ยะลา,8,ชาติพัฒนา,
26,กระบี่,2,นาย,ภิญโญ,สายนุ้ย,9,ครูไทยเพื่อประชาชน,
27,กระบี่,2,นาย,ร้อหมาด,คลองมดคัน,10,ประชานิยม,
28,กระบี่,2,นาย,ประพันธ์,แก้วทอง,11,อนาคตใหม่,
29,กระบี่,2,นาย,อริษฎ์พล,เอกธนากุลพัชร,12,แทนคุณแผ่นดิน,
30,กระบี่,2,นาย,สุชีน,เอ่งฉ้วน,13,ประชาธิปัตย์,
31,กระบี่,2,นาย,ประหยัด,สายนุ้ย,14,ชาติไทยพัฒนา,
32,กระบี่,2,นาย,กฤษฎีกา,มณีมัย,15,ประชาธิปไตยใหม่,
33,กระบี่,2,นาย,เสน่ห์,บุญรัตนะ,16,พลังชาติไทย,
34,กระบี่,2,นาย,ศิวกรณ์,เอ่งฉ้วน,17,รวมพลังประชาชาติไทย,
35,กระบี่,2,นาย,เฉลิมวัฒน์,อินทร์จันทร์,18,เพื่อชาติ,
36,กระบี่,2,นาย,ภูเมฆ,สุวรรณเนาว์,19,พลังท้องถิ่นไท,
37,กระบี่,2,นาย,สุริยา,บุญทอง,20,ไทยรักษาชาติ,
38,กระบี่,2,นาย,ภควัฒน์,บุผ่อง,21,ประชาชนปฏิรูป,
39,กรุงเทพมหานคร,1,นางสาว,ณัฐปภัสร์,วรธันย์ผาสุข,1,ไทยศรีวิไลย์,
40,กรุงเทพมหานคร,1,นาย,ธเนษฐ,เศรษฐาวาณิช,2,พลังท้องถิ่นไท,
41,กรุงเทพมหานคร,1,นาง,เจิมมาศ,จึงเลิศศิริ,3,ประชาธิปัตย์,
42,กรุงเทพมหานคร,1,นาย,กรีณรงค์,ชาตรี,4,ชาติไทยพัฒนา,
43,กรุงเทพมหานคร,1,นาง,ดรัณภัทร,วิชชาวุธ,5,ประชาชนปฏิรูป,
44,กรุงเทพมหานคร,1,นาย,รวีโชติ,ธำรงนาวาสวัสดิ์,6,ประชาชาติ,
45,กรุงเทพมหานคร,1,นาย,เตช,เตชะพัฒน์สิริ,7,รวมพลังประชาชาติไทย,
46,กรุงเทพมหานคร,1,นาย,อนุสรณ์,เกษมวรรณ,8,ชาติพัฒนา,
47,กรุงเทพมหานคร,1,นางสาว,ลีลาวดี,วัชโรบล,9,เพื่อไทย,
48,กรุงเทพมหานคร,1,นาย,ณัฏฐ์พงษ์,ยงใจยุทธ,10,เพื่อชาติ,
49,กรุงเทพมหานคร,1,นางสาว,นพมาศ,การุญ,11,อนาคตใหม่,
50,กรุงเทพมหานคร,1,นาย,กอบชัย,ชยามฤต,12,รักษ์ผืนป่าประเทศไทย,
51,กรุงเทพมหานคร,1,นาย,ทวีพร,อนุตรพงษ์สกุล,13,ภูมิใจไทย,
52,กรุงเทพมหานคร,1,นางสาว,กานต์กนิษฐ์,แห้วสันตติ,14,พลังประชารัฐ,
53,กรุงเทพมหานคร,1,นาย,ธนชาต,เมฆวันวรา,15,ประชาภิวัฒน์,
54,กรุงเทพมหานคร,1,นาย,วิเชียร,โมไนยกุล,16,เพื่อแผ่นดิน,
55,กรุงเทพมหานคร,1,ร้อยเอก,วัชราภรณ์,สังวรโยธิน,17,เสรีรวมไทย,
56,กรุงเทพมหานคร,1,นางสาว,วิสุดา,จงสกุลชัย,18,ประชานิยม,
57,กรุงเทพมหานคร,2,นาย,ณัฏฐพัชร์,กวินกนกกัลป์,1,รวมพลังประชาชาติไทย,
58,กรุงเทพมหานคร,2,นางสาว,พัชรินทร์,ซำศิริพงษ์,2,พลังประชารัฐ,
59,กรุงเทพมหานคร,2,นางสาว,อุไร,อนันตสิน,3,ภูมิใจไทย,
60,กรุงเทพมหานคร,2,นางสาว,อรอนงค์,กาญจนชูศักดิ์,4,ประชาธิปัตย์,
61,กรุงเทพมหานคร,2,นางสาว,พัสวี,ภัทรพุทธากร,5,อนาคตใหม่,
62,กรุงเทพมหานคร,2,นาง,ชัญญา,บุญเกิด,6,เสรีรวมไทย,
63,กรุงเทพมหานคร,2,นางสาว,ภัทรกันย์,กิจวิชา,7,เพื่อชาติ,
64,กรุงเทพมหานคร,2,นาง,พิมพาภรณ์,พานทอง,8,ประชาชาติ,
65,กรุงเทพมหานคร,2,นาย,นพรุจ,วรชิตวุฒิกุล,9,พลังประชาธิปไตย,
66,กรุงเทพมหานคร,2,หม่อมหลวง,ณัฏฐพล,เทวกุล,10,ไทยรักษาชาติ,
67,กรุงเทพมหานคร,2,นางสาว,ศิรภัสสร,พิเนตร,11,ชาติไทยพัฒนา,
68,กรุงเทพมหานคร,2,นางสาว,นิธินันท์,นิธิวชิระพงศ์,12,ประชาชนปฏิรูป,
69,กรุงเทพมหานคร,2,นางสาว,ปุณฐ์นัฐย์ดา,อิสริยาพร,13,ชาติพัฒนา,
70,กรุงเทพมหานคร,2,นาย,พัชรวีร์,พรหมวงศ์,14,เพื่อแผ่นดิน,
71,กรุงเทพมหานคร,2,นาย,ธีระ,ธรรมลักขณา,15,ประชาภิวัฒน์,
72,กรุงเทพมหานคร,3,นาย,พงษ์พิสุทธิฎฎ,จินตโสภณ,1,ไทยรักษาชาติ,
73,กรุงเทพมหานคร,3,นาย,สกนธ์,กัปปิยจรรยา,2,ประชาภิวัฒน์,
74,กรุงเทพมหานคร,3,นาย,เนวินธุ์,ช่อชัยทิพฐ์,3,พลังประชารัฐ,
75,กรุงเทพมหานคร,3,นางสาว,ปณตพร,โอฬารฤทธิ์ธินันท์,4,ประชาชนปฏิรูป,
76,กรุงเทพมหานคร,3,นาย,จุมพล,จันทร์จิระ,5,รวมพลังประชาชาติไทย,
77,กรุงเทพมหานคร,3,นางสาว,ธิมล,ไตรรัตน์วิโรจน์,6,พลังท้องถิ่นไท,
78,กรุงเทพมหานคร,3,นาง,นงลักษณ์,ติรกาญจนา,7,พลังธรรมใหม่,
79,กรุงเทพมหานคร,3,นางสาว,วิลนันต์,จันธนนิโรจน์,8,ประชาชาติ,
80,กรุงเทพมหานคร,3,นาย,ศิระรังษี,ปารมีอิทธิวงษ์,9,ชาติไทยพัฒนา,
81,กรุงเทพมหานคร,3,นาย,สันติ,วิชัยพล,10,เพื่อชาติ,
82,กรุงเทพมหานคร,3,นาย,ไสว,ทัศนีย์ภาพ,11,เสรีรวมไทย,
83,กรุงเทพมหานคร,3,นาย,ณฐพนธ์,คงศิลา,12,ภูมิใจไทย,
84,กรุงเทพมหานคร,3,หม่อมหลวง,อภิมงคล,โสณกุล,13,ประชาธิปัตย์,
85,กรุงเทพมหานคร,3,นางสาว,วรรณวรี,ตะล่อมสิน,14,อนาคตใหม่,
86,กรุงเทพมหานคร,3,นาย,เอกรัฐ,เลิศรัตนชัยกิจ,15,ชาติพัฒนา,
87,กรุงเทพมหานคร,3,นาย,ปฐวี,ชัยวัฒน์,16,ประชานิยม,
88,กรุงเทพมหานคร,4,นาย,บุญเลิศ,นุ้ยเมือง,1,เพื่อชาติ,
89,กรุงเทพมหานคร,4,นาย,กรณ์,จตุวิมล,2,อนาคตใหม่,
90,กรุงเทพมหานคร,4,นางสาว,เดือนเพ็ญ,ยวงสูงเนิน,3,เสรีรวมไทย,
91,กรุงเทพมหานคร,4,นาย,พิรสุต,จันทรานุวัฒน์,4,รวมพลังประชาชาติไทย,
92,กรุงเทพมหานคร,4,นาย,เอกราช,หวังนุช,5,ภูมิใจไทย,
93,กรุงเทพมหานคร,4,นาง,กรณิศ,งามสุคนธ์รัตนา,6,พลังประชารัฐ,
94,กรุงเทพมหานคร,4,นางสาว,เมลิสา,มหาพล,7,ชาติพัฒนา,
95,กรุงเทพมหานคร,4,นาย,มีชัย,ออสุวรรณ,8,ประชาชาติ,
96,กรุงเทพมหานคร,4,นาย,นรินทร์,โกศลรุ่งเรือง,9,ประชาภิวัฒน์,
97,กรุงเทพมหานคร,4,นาย,ศุลฤกษ์,ธนาพัชรมนฑ์,10,ไทยศรีวิไลย์,
98,กรุงเทพมหานคร,4,นาย,อนุชา,บูรพชัยศรี,11,ประชาธิปัตย์,
99,กรุงเทพมหานคร,4,นาย,สมชาย,ชีวเกรียงไกร,12,ประชาชนปฏิรูป,
100,กรุงเทพมหานคร,4,นาย,จักรกรินทร์,สิงหนุต,13,มหาชน,
101,กรุงเทพมหานคร,4,นางสาว,สกุลทิพย์,วิชญาโนทัย,14,ชาติไทยพัฒนา,
102,กรุงเทพมหานคร,5,นาย,ยงยุทธ,วงศ์ธีระสูตร,1,ชาติพัฒนา,
103,กรุงเทพมหานคร,5,นางสาว,อรพินทร์,เพชรทัต,2,พลังประชารัฐ,
104,กรุงเทพมหานคร,5,นาย,อภิเดช,ชยานนท์เกสรี,3,ประชาชาติ,
105,กรุงเทพมหานคร,5,นาย,ธัชพงศ์,ชูดำ,4,ภูมิใจไทย,
106,กรุงเทพมหานคร,5,นาย,สมชาย,ดุรงค์เดช,5,ประชาชนปฏิรูป,
107,กรุงเทพมหานคร,5,นางสาว,ณฐบดี,อภิญญาตกุล,6,ไทยศรีวิไลย์,
108,กรุงเทพมหานคร,5,นาย,กฤต,เลิศเศรษฐการ,7,เสรีรวมไทย,
109,กรุงเทพมหานคร,5,นาย,อดิศร,โพธิ์อ่าน,8,อนาคตใหม่,
110,กรุงเทพมหานคร,5,นาย,ธนา,ชีรวินิจ,9,ประชาธิปัตย์,
111,กรุงเทพมหานคร,5,นาง,กรรธิมา,สันติสุข,10,พลังธรรมใหม่,
112,กรุงเทพมหานคร,5,นาย,สุทักษ์,จิระรัตนวงศ์,11,ชาติไทยพัฒนา,
113,กรุงเทพมหานคร,5,นาย,ศุภศักดิ์,บุญญะสุต,12,ประชาภิวัฒน์,
114,กรุงเทพมหานคร,5,นาย,ประเดิมชัย,บุญช่วยเหลือ,13,เพื่อไทย,
115,กรุงเทพมหานคร,5,นางสาว,สาวิตรี,สาทสุทธิ,14,เพื่อชาติ,
116,กรุงเทพมหานคร,5,นาย,จักรทิพย์,ปัทมะทิน,15,รักษ์ผืนป่าประเทศไทย,
117,กรุงเทพมหานคร,6,นาย,อนุชาญ,กวางทอง,1,ภูมิใจไทย,
118,กรุงเทพมหานคร,6,นาย,ภูวพัฒน์,ชนะสกล,2,เสรีรวมไทย,
119,กรุงเทพมหานคร,6,นาย,ประพนธ์,เนตรรังษี,3,เพื่อไทย,
120,กรุงเทพมหานคร,6,รตท.,รพีพจน์,เจิมเทียนชัย,4,ประชาชนปฏิรูป,
121,กรุงเทพมหานคร,6,นาย,สังวน,เจิมแป้น,5,ประชานิยม,
122,กรุงเทพมหานคร,6,นาย,ณัฏฐ์ปิยะ,กุลจิรารวีนิภา,6,ชาติพัฒนา,
123,กรุงเทพมหานคร,6,นาง,ดวงกมล,ดวงสร้อยทอง,7,รวมพลังประชาชาติไทย,
124,กรุงเทพมหานคร,6,นาย,คริส,โปตระนันทน์,8,อนาคตใหม่,
125,กรุงเทพมหานคร,6,นาย,พีรชาติ,ยุกตานนท์,9,ชาติไทยพัฒนา,
126,กรุงเทพมหานคร,6,นาย,อรรถวิชช์,สุวรรณภักดี,10,ประชาธิปัตย์,
127,กรุงเทพมหานคร,6,นางสาว,ภาดาท์,วรกานนท์,11,พลังประชารัฐ,
128,กรุงเทพมหานคร,6,นาย,ไชยา,ประดิษฐธรรม,12,เพื่อชาติ,
129,กรุงเทพมหานคร,6,นาย,วิโรจน์,เจษฎาดิลก,13,ประชาชาติ,
130,กรุงเทพมหานคร,6,นาย,เอนก,นาคดิลก,14,ประชาภิวัฒน์,
131,กรุงเทพมหานคร,6,นาย,รุจชรินทร์,ทองใหญ่,15,พลังท้องถิ่นไท,
132,กรุงเทพมหานคร,6,นาย,พิชัย,บุราวาศ,16,ไทยศรีวิไลย์,
133,กรุงเทพมหานคร,6,นาย,สุรภาส,วิเชียร,17,ภราดรภาพ,
134,กรุงเทพมหานคร,6,พลตำรวจตรี,สุริยะ,อยู่เย็น,18,รักษ์ผืนป่าประเทศไทย,
135,กรุงเทพมหานคร,7,นาย,ธัญญธำรง,อัศวนนท์,1,ประชาชาติ,
136,กรุงเทพมหานคร,7,นาย,พรมงคล,ศรีดี,2,ประชาชนปฏิรูป,
137,กรุงเทพมหานคร,7,นาย,ปิยะชาติ,อำนวยเวช,3,อนาคตใหม่,
138,กรุงเทพมหานคร,7,นางสาว,ธณิกานต์,พรพงษาโรจน์,4,พลังประชารัฐ,
139,กรุงเทพมหานคร,7,นาย,กัษณ,เข็มเพ็ชร,5,ประชาภิวัฒน์,
140,กรุงเทพมหานคร,7,นาย,วิโรจน์,จิตรอบอารีย์,6,ชาติพัฒนา,
141,กรุงเทพมหานคร,7,นาย,วรินทร,สิรรมย์,7,เสรีรวมไทย,
142,กรุงเทพมหานคร,7,นาย,ปฐมพร,ทิมเพชร,8,ชาติไทยพัฒนา,
143,กรุงเทพมหานคร,7,นางสาว,กฤษยากร,สรชัย,9,ไทยศรีวิไลย์,
144,กรุงเทพมหานคร,7,นาย,สมชาติ,อ่อนประดิษฐ์,10,เพื่อแผ่นดิน,
145,กรุงเทพมหานคร,7,นาย,กันตพล,กิตติธากรณ์,11,รวมพลังประชาชาติไทย,
146,กรุงเทพมหานคร,7,นาง,พิมพ์อร,คงอุดม,12,พลังท้องถิ่นไท,
147,กรุงเทพมหานคร,7,นางสาว,โพยมราษี,ฤกษ์สำราญ,13,เพื่อชาติ,
148,กรุงเทพมหานคร,7,นาย,อัครนันท์,อริยศรีพงษ์,14,ภูมิใจไทย,
149,กรุงเทพมหานคร,7,นาย,คณวัฒน์,จันทรลาวัณย์,15,ประชาธิปัตย์,
150,กรุงเทพมหานคร,7,พลโทหญิง,พงษ์รุจี,ศิริวัฒนะ,16,รักษ์ผืนป่าประเทศไทย,
151,กรุงเทพมหานคร,7,ร.ต.อ.,วัฒนรักษ์,สุรนาทยุทธ์,17,เพื่อไทย,
152,กรุงเทพมหานคร,7,นาย,พีรยุทธ,อินทรสุวรรณ,18,ประชานิยม,
153,กรุงเทพมหานคร,7,พันเอก,สันติ,โอเงิน,19,พลังศรัทธา,
154,กรุงเทพมหานคร,8,นางสาว,วีรินทร์,ตันเสรีสกุล,1,เพื่อชาติ,
155,กรุงเทพมหานคร,8,นาย,กษิดิ์เดช,ชุติมันต์,2,พลังประชารัฐ,
156,กรุงเทพมหานคร,8,นาง,จิณณา,สืบสายไทย,3,ภูมิใจไทย,
157,กรุงเทพมหานคร,8,นาย,ศิรธันย์,แสงสินธุศร,4,ประชาชาติ,
158,กรุงเทพมหานคร,8,นาย,สิทธา,แจ้งสุข,5,ประชาภิวัฒน์,
159,กรุงเทพมหานคร,8,ร้อยโท,สุณิสา,ทิวากรดำรง,6,เพื่อไทย,
160,กรุงเทพมหานคร,8,นางสาว,ปิณญาดา,ตันติมนตรี,7,เสรีรวมไทย,
161,กรุงเทพมหานคร,8,นาย,กรกฤษณ์,วงศ์คุณหยก,8,ชาติพัฒนา,
162,กรุงเทพมหานคร,8,นาย,ผนึก,ธัญรส,9,พลังธรรมใหม่,
163,กรุงเทพมหานคร,8,นางสาว,วราไพรินทร์,ธนวริสพร,10,ชาติไทยพัฒนา,
164,กรุงเทพมหานคร,8,นาย,เจษฎา,ศรีสุข,11,รวมพลังประชาชาติไทย,
165,กรุงเทพมหานคร,8,นาย,ธนเดช,เพ็งสุข,12,อนาคตใหม่,
166,กรุงเทพมหานคร,8,นาย,ปราช,จันทองจีน,13,ประชาชนปฏิรูป,
167,กรุงเทพมหานคร,8,นาย,ทนงศักดิ์,รักอารมณ์,14,ไทยศรีวิไลย์,
168,กรุงเทพมหานคร,8,นางสาว,วันสว่าง,เต็มชำนาญ,15,พลังท้องถิ่นไท,
169,กรุงเทพมหานคร,8,นาย,สรรเสริญ,สมะลาภา,16,ประชาธิปัตย์,
170,กรุงเทพมหานคร,8,นางสาว,ณัฐภรณ์,ชมตระกูล,17,ประชานิยม,
171,กรุงเทพมหานคร,9,พลตรี,เจริญ,สุดโสภา,1,ชาติไทยพัฒนา,
172,กรุงเทพมหานคร,9,นาย,สุรชาติ,เทียนทอง,2,เพื่อไทย,
173,กรุงเทพมหานคร,9,นางสาว,นันทวัน,อินธิแสง,3,ประชาชาติ,
174,กรุงเทพมหานคร,9,นาง,ประภัสสร,ชูทอง,4,เพื่อชาติ,
175,กรุงเทพมหานคร,9,นาย,วิชัย,สังข์ประไพ,5,ประชาธิปัตย์,
176,กรุงเทพมหานคร,9,นาย,สิระ,เจนจาคะ,6,พลังประชารัฐ,
177,กรุงเทพมหานคร,9,นาย,บวรกิตติ์,สันทัด,7,ภูมิใจไทย,
178,กรุงเทพมหานคร,9,นาย,ชุมพล,รุ่งวิชานิวัฒน์,8,ชาติพัฒนา,
179,กรุงเทพมหานคร,9,นาย,ศุภกร,จงนภาศิริกูร,9,พลังท้องถิ่นไท,
180,กรุงเทพมหานคร,9,นาย,ธัชชา,ภิรมย์ชาติ,10,ประชาชนปฏิรูป,
181,กรุงเทพมหานคร,9,นาย,สุรวัช,สุนทรศารทูล,11,รวมพลังประชาชาติไทย,
182,กรุงเทพมหานคร,9,นาย,กฤษณุชา,สรรเสริญ,12,อนาคตใหม่,
183,กรุงเทพมหานคร,9,นาย,ปัณณธร,รัตน์ภูริเดช,13,เสรีรวมไทย,
184,กรุงเทพมหานคร,9,นาย,พิชิต,จันทร์ประเสริฐ,14,ประชาภิวัฒน์,
185,กรุงเทพมหานคร,9,นาย,วีรพัส,เทพา,15,รักษ์ผืนป่าประเทศไทย,
186,กรุงเทพมหานคร,9,นาย,ฐิตินันต์,ชวนอยู่,16,ประชานิยม,
187,กรุงเทพมหานคร,10,นาย,การุณ,โหสกุล,1,เพื่อไทย,
188,กรุงเทพมหานคร,10,นางสาว,นิกกี้,จ้อยเอม,2,ภูมิใจไทย,
189,กรุงเทพมหานคร,10,นางสาว,กัญญาภัค,ปัญญวัต,3,รวมพลังประชาชาติไทย,
190,กรุงเทพมหานคร,10,นาย,เฉลิมพล,อุตรัตน์,4,เสรีรวมไทย,
191,กรุงเทพมหานคร,10,นาย,ชนภัทท์,จันทรุเบกษา,5,ชาติพัฒนา,
192,กรุงเทพมหานคร,10,นาง,พนารัตน์,ยุกตานนท์,6,ชาติไทยพัฒนา,
193,กรุงเทพมหานคร,10,นางสาว,กุฎารัศมิ์,กุลฉัตร,7,เพื่อชาติ,
194,กรุงเทพมหานคร,10,ว่าที่ร้อยตรี,กุลเชษฐ,จีระออน,8,ไทยศรีวิไลย์,
195,กรุงเทพมหานคร,10,นาย,กนก,โพธิสุวรรณ,9,ประชาชนปฏิรูป,
196,กรุงเทพมหานคร,10,นาย,ชาลี,ชินรุจน์,10,พลังท้องถิ่นไท,
197,กรุงเทพมหานคร,10,นาย,ธัญญ์นิธิ,ชวรัตน์นิธิโชติ,11,ประชาธิปัตย์,
198,กรุงเทพมหานคร,10,นาย,วัชรเดช,รูปขจร,12,ประชาชาติ,
199,กรุงเทพมหานคร,10,นาง,กนกนุช,กลิ่นสังข์,13,พลังประชารัฐ,
200,กรุงเทพมหานคร,10,นาย,ณฐกร,วรอุไร,14,ประชาภิวัฒน์,
201,กรุงเทพมหานคร,10,นาวาอากาศตรี,สมศักดิ์,วัดสังข์,15,สยามพัฒนา,
202,กรุงเทพมหานคร,10,นาย,แพ,ทับทิมเพ็ชร,16,ประชานิยม,
203,กรุงเทพมหานคร,10,นาย,ธนากร,ชินอุดมพร,17,อนาคตใหม่,
204,กรุงเทพมหานคร,10,นาง,ทัศนีย์,พันธุ์เพียร,18,รักษ์ผืนป่าประเทศไทย,
205,กรุงเทพมหานคร,11,นาย,อรรถภพ,ว่องธนวณิช,1,ประชาชาติ,
206,กรุงเทพมหานคร,11,นาย,ธัชนนท์,สว่างศรี,2,รวมพลังประชาชาติไทย,
207,กรุงเทพมหานคร,11,นาย,สำราญ,พีระเพ็ญกุล,3,ประชาภิวัฒน์,
208,กรุงเทพมหานคร,11,นาย,ชูเดช,พันทวี,4,เสรีรวมไทย,
209,กรุงเทพมหานคร,11,นางสาว,พรทิพย์,ศรีสวัสดิ์,5,พลังธรรมใหม่,
210,กรุงเทพมหานคร,11,นาย,แปลก,มาลีสี,6,ชาติไทยพัฒนา,
211,กรุงเทพมหานคร,11,นาย,อิทธิพัทธ์,เศรษฐยุกานนท์,7,พลังประชารัฐ,
212,กรุงเทพมหานคร,11,นาย,สมชาย,เวสารัชตระกูล,8,ประชาธิปัตย์,
213,กรุงเทพมหานคร,11,นาย,ภาคิน,นิธิโชติการ,9,เพื่อชาติ,
214,กรุงเทพมหานคร,11,นาย,ฉัตรวัชร์,ศรีธนะเวทย์,10,ภูมิใจไทย,
215,กรุงเทพมหานคร,11,นางสาว,สุมาตร,จงนบกลาง,11,ประชาชนปฏิรูป,
216,กรุงเทพมหานคร,11,นาวาอากาศเอก,อนุดิษฐ์,นาครทรรพ,12,เพื่อไทย,
217,กรุงเทพมหานคร,11,นาย,นิกม์,แสงศิรินาวิน,13,อนาคตใหม่,
218,กรุงเทพมหานคร,11,นาย,ศักดิ์ชาย,อินทะแพทย์,14,พลังท้องถิ่นไท,
219,กรุงเทพมหานคร,11,พลโท,อนุมนตรี,วัฒนศิริ,15,ชาติพัฒนา,
220,กรุงเทพมหานคร,12,นาย,เอราวัณ,วานิชย์หานนท์,1,อนาคตใหม่,
221,กรุงเทพมหานคร,12,นาย,ณัฐดนัย,ชนิตร์วัฒน์,2,พลังธรรมใหม่,
222,กรุงเทพมหานคร,12,นาย,ปิยะพงษ์,สาครเย็น,3,เพื่อชาติ,
223,กรุงเทพมหานคร,12,นาย,ณัฐกร,มั่นจิตต์,4,รวมพลังประชาชาติไทย,
224,กรุงเทพมหานคร,12,นาย,สมศักดิ์,ภมรเรวดี,5,ชาติพัฒนา,
225,กรุงเทพมหานคร,12,นาย,รัฐพงศ์,ระหงษ์,6,ประชาธิปัตย์,
226,กรุงเทพมหานคร,12,นาง,วริยดา,สาสิงห์,7,ชาติไทยพัฒนา,
227,กรุงเทพมหานคร,12,นาย,อนุสรณ์,ปั้นทอง,8,เพื่อไทย,
228,กรุงเทพมหานคร,12,นาย,ประสพโชค,ธรรมรักษา,9,พลังท้องถิ่นไท,
229,กรุงเทพมหานคร,12,นาย,มนตรี,บุญจรัส,10,ประชาชาติ,
230,กรุงเทพมหานคร,12,นางสาว,ปราณี,เชื้อเกตุ,11,ภูมิใจไทย,
231,กรุงเทพมหานคร,12,นางสาว,นพวรรณ,หัวใจมั่น,12,พลังประชารัฐ,
232,กรุงเทพมหานคร,12,นาย,ธนกฤต,ธนิศราพงศ์,13,เสรีรวมไทย,
233,กรุงเทพมหานคร,12,นาย,สมบัติ,ตั้งก่อเกียรติ,14,รักษ์ผืนป่าประเทศไทย,
234,กรุงเทพมหานคร,12,นาง,ธีติมา,พวงเพชรลาภ,15,มหาชน,
235,กรุงเทพมหานคร,12,นาย,ปรีดา,ลิ้มนนทกุล,16,ประชาชนปฏิรูป,
236,กรุงเทพมหานคร,13,นาง,พิมานมาศ,ภิญญาวัฒน์,1,เพื่อชาติ,
237,กรุงเทพมหานคร,13,นาย,เกตินิคม,กฤษณะเศรณี,2,รวมพลังประชาชาติไทย,
238,กรุงเทพมหานคร,13,นาย,อรรถ,ชาญวิชัย,3,เพื่อแผ่นดิน,
239,กรุงเทพมหานคร,13,ร.ต.อ.,ศักดิ์ชัย,จีรพรชัย,4,ชาติไทยพัฒนา,
240,กรุงเทพมหานคร,13,นาย,ตรีรัตน์,ศิริจันทโรภาส,5,เพื่อไทย,
241,กรุงเทพมหานคร,13,นาย,อัครกฤษ,นุ่นจันทร์,6,ภูมิใจไทย,
242,กรุงเทพมหานคร,13,นาย,พรประชา,พรรษาสกุล,7,พลังธรรมใหม่,
243,กรุงเทพมหานคร,13,นาย,พริษฐ์,วัชรสินธุ,8,ประชาธิปัตย์,
244,กรุงเทพมหานคร,13,นางสาว,ฐิติภัสร์,โชติเดชาชัยนันต์,9,พลังประชารัฐ,
245,กรุงเทพมหานคร,13,นางสาว,ณิชชา,บุญลือ,10,อนาคตใหม่,
246,กรุงเทพมหานคร,13,นาย,สมธีร์,แก้วกา,11,ประชาภิวัฒน์,
247,กรุงเทพมหานคร,13,นาย,พรเทพ,จันทรนิภ,12,ชาติพัฒนา,
248,กรุงเทพมหานคร,13,นาย,กร,ศิรินาม,13,พลังท้องถิ่นไท,
249,กรุงเทพมหานคร,13,นาง,วรลักษณ์,ศรีสอาด,14,ประชาชาติ,
250,กรุงเทพมหานคร,13,นาย,ภัทรวรรธน์,ประวาหะนาวิน,15,ประชาชนปฏิรูป,
251,กรุงเทพมหานคร,13,นาย,อภินันท์,ปลอดเปลี่ยว,16,รักษ์ผืนป่าประเทศไทย,
252,กรุงเทพมหานคร,14,นาย,สรายุทธ์,นาทะพันธ์,1,ประชาชาติ,
253,กรุงเทพมหานคร,14,นางสาว,อัญชัญ,ชูสกุล,2,ภราดรภาพ,
254,กรุงเทพมหานคร,14,นาง,ฉวีวรรณ,อิ่มชื่น,3,ประชาภิวัฒน์,
255,กรุงเทพมหานคร,14,นาย,ทัฬอิญ,จิรเปรมธนิก,4,เสรีรวมไทย,
256,กรุงเทพมหานคร,14,นาย,พลภูมิ,วิภัติภูมิประเทศ,5,เพื่อไทย,
257,กรุงเทพมหานคร,14,นาย,พรพรหม,ณ.ส.วิกิตเศรษฐ์,6,ประชาธิปัตย์,
