,provice,zone,title,name,surname,no.,party
3652,มหาสารคาม,5,นาย,สุเทพ,จันทะเหลา,16,ทางเลือกใหม่
3653,มหาสารคาม,5,นาย,ทองล้วน,บุญตา,17,ชาติพัฒนา
3654,มหาสารคาม,5,นาง,บรรจง,เถ่ือนม่ิงมาตย์,18,ชาติไทยพัฒนา
3655,มหาสารคาม,5,นาง,ดวงใจ,บุตรคําโชติ,19,พลังแรงงานไทย
3656,มหาสารคาม,5,นาย,ธนพล,ซามาตย์,20,ไทยศรีวิไลย์
3657,มหาสารคาม,5,นาย,คณพศ,พันธ์ุเทศ,21,ประชานิยม
3658,มุกดาหาร,1,นาง,ยุภาพร,คล่องแคล่ว,1,พลังปวงชนไทย
3659,มุกดาหาร,1,นาย,วีระพงษ์,ทองผา,2,พลังประชารัฐ
3660,มุกดาหาร,1,ร้อยตํารวจตรี,สุเทียน,ทองโสม,3,เสรีรวมไทย
3661,มุกดาหาร,1,นาย,ขันเพ็ชร์,คําโพธ์ิ,4,เพื่อคนไทย
3662,มุกดาหาร,1,นาย,พงษ์ศักดิ์,จันทจวง,5,ประชาชาติ
3663,มุกดาหาร,1,นาย,ชัชวาล,กลางประพันธ์,6,พลังท้องถ่ินไท
3664,มุกดาหาร,1,นาย,ทรงเกียรติ์,รัตนภูมินทร์,7,เพื่อนไทย
3665,มุกดาหาร,1,นาย,อรรถสิทธ์ิ,สุวรรณศรี,8,พลังชาติไทย
3666,มุกดาหาร,1,นางสาว,วรินทร์ธร,ภูมิบุญชู,9,อนาคตใหม่
3667,มุกดาหาร,1,นาย,ทวีทรัพย์,ไชยมุกดา,10,พลังไทยรักไทย
3668,มุกดาหาร,1,นาย,พิพัฒน์,พิกุลศรี,11,รวมพลังประชาชาติไทย
3669,มุกดาหาร,1,นาย,พนมศักดิ์,เรชิวงศ์,12,พลังธรรมใหม่
3670,มุกดาหาร,1,นาย,อนุสรณ์,โพธ์ิศิริ,13,เพื่อชาติ
3671,มุกดาหาร,1,นาง,ก่ิงฟ้า,อรพันธ์,14,ประชานิยม
3672,มุกดาหาร,1,นาย,อนุรักษ์,ตั้งปณิธานนท์,15,เพื่อไทย
3673,มุกดาหาร,1,นาย,อดุลย์,ไชยสุนันท์,16,ภูมิใจไทย
3674,มุกดาหาร,1,นาย,สําเนียง,จันทพันธ์,17,เศรษฐกิจใหม่
3675,มุกดาหาร,1,นางสาว,สุภัชชา,ศรีสุข,18,ประชาธิปัตย์
3676,มุกดาหาร,1,นาย,ชินกร,ขวัญเมือง,19,ประชาภิวัฒน์
3677,มุกดาหาร,1,นาย,พิต,ไชยจักร์,20,ชาติพัฒนา
3678,มุกดาหาร,2,นาย,ทวีศักดิ์,ประทุมลี,1,พลังประชารัฐ
3679,มุกดาหาร,2,นาง,ศุภลักษณ์,คําสิงห์,2,อนาคตใหม่
3680,มุกดาหาร,2,นาย,หาดชัย,คนเพียร,4,ประชาชาติ
3681,มุกดาหาร,2,นาย,ถนอม,สังเกตุ,5,ชาติพัฒนา
3682,มุกดาหาร,2,นาย,สังคม,อุปคุณ,6,เศรษฐกิจใหม่
3683,มุกดาหาร,2,นาย,บรรจง,ไชยเพชร,7,เสรีรวมไทย
3684,มุกดาหาร,2,นาย,ปราโมทย์,แก่นงาม,8,เพื่อคนไทย
3685,มุกดาหาร,2,นาย,ปรีดา,คล่องแคล่ว,9,พลังท้องถ่ินไท
3686,มุกดาหาร,2,นาย,ธนรัตน์,จูมแพง,10,ประชาธิปัตย์
3687,มุกดาหาร,2,นาง,ศรัญญา,คืนดี,11,พลังธรรมใหม่
3688,มุกดาหาร,2,นาย,ชลชาติ,อาจหาญ,12,ประชานิยม
3689,มุกดาหาร,2,นาย,วิทยา,บุตรดีวงค์,13,เพื่อชาติ
3690,มุกดาหาร,2,นาย,บุญฐิณ,ประทุมลี,14,เพื่อไทย
3691,มุกดาหาร,2,นาย,สอ,คําศิริ,15,ประชาธิปไตยใหม่
3692,มุกดาหาร,2,นาย,ประเสริฐทรัพย์,คํานนท์มีฤทธ์ิ,16,พลังไทยรักไทย
3693,มุกดาหาร,2,นาย,ฉลอง,บุตรกาล,17,ชาติไทยพัฒนา
3694,มุกดาหาร,2,นาย,ก้องภพ,วิชาธร,18,รวมพลังประชาชาติไทย
3695,มุกดาหาร,2,นาย,สนิท,พันนุมา,19,เพื่อนไทย
3696,มุกดาหาร,2,นาย,สมร,รักสะอาด,20,พลังปวงชนไทย
3697,แม่ฮ่องสอน,1,นาย,สมจิต,สุวรรณบุษย์,1,รวมพลังประชาชาติไทย
3698,แม่ฮ่องสอน,1,นาย,อํานาจ,แสงสกาย,2,ทางเลือกใหม่
3699,แม่ฮ่องสอน,1,นาง,ชุณห์พิมาน,เชษฐ์เมทินี,3,เพื่อชาติ
3700,แม่ฮ่องสอน,1,นาย,วิเชียร,บุญระชัยสวรรค์,4,เพื่อไทย
3701,แม่ฮ่องสอน,1,นาย,ซัวหย้ี,แซ่หัน,5,ประชาชาติ
3702,แม่ฮ่องสอน,1,นาย,โอภาส,ต้ออาษา,6,แผ่นดินธรรม
3703,แม่ฮ่องสอน,1,นาย,สมบูรณ์,ไพรวัลย์,7,ชาติไทยพัฒนา
3704,แม่ฮ่องสอน,1,นางสาว,รัตน์ติการ,เสริมเสรี,8,พลังธรรมใหม่
3705,แม่ฮ่องสอน,1,นาย,สนธยา,มานะจิตต์,9,ภูมิใจไทย
3706,แม่ฮ่องสอน,1,นาย,ดําริ,สุมงคลลาภ,10,ประชาภิวัฒน์
3707,แม่ฮ่องสอน,1,นางสาว,ชรินทร์ทิพย์,ชิงชัยพงษ์,11,พลังท้องถ่ินไท
3708,แม่ฮ่องสอน,1,นาย,ปัญญา,จีนาคํา,12,พลังประชารัฐ
3709,แม่ฮ่องสอน,1,นาย,ธนนท์,สารวาท,13,เสรีรวมไทย
3710,แม่ฮ่องสอน,1,นาย,ไพฑูรย์,สําราญไพรวัลย์,14,ชาติพัฒนา
3711,แม่ฮ่องสอน,1,นาย,สมบัติ,ยะสินธ์ุ,15,ประชาธิปัตย์
3712,แม่ฮ่องสอน,1,นาย,ชาติชาย,ตาหม่ี,16,รักษ์ผืนปา่ประเทศไทย
3713,แม่ฮ่องสอน,1,นาย,สวาท,หล้าคํา,17,ภราดรภาพ
3714,แม่ฮ่องสอน,1,นาย,กิตติศักดิ์,บัวแก้ว,18,ประชานิยม
3715,ยโสธร,1,นาย,ณัฐพงษ์,พานิชศิริ,1,อนาคตใหม่
3716,ยโสธร,1,นาย,สุรวุธ,ลิ้มธนาสวัสดิ์,2,ชาติพัฒนา
3717,ยโสธร,1,นาย,บริภัทธร์,วงษ์ไกร,3,เพื่อชาติ
3718,ยโสธร,1,นาย,ปิยวัฒน,พันธ์สายเชื้อ,4,เพื่อไทย
3719,ยโสธร,1,นาย,กฤช,พจนา,5,เพื่อนไทย
3720,ยโสธร,1,นาย,วิศิษฐ์,เดชเสน,6,ชาติไทยพัฒนา
3721,ยโสธร,1,นาง,ศรีสอางค์,เพิ่มพูล,7,ประชาธิปัตย์
3722,ยโสธร,1,นาย,ฉาย,ตากกระโทก,8,พลังไทยรักไทย
3723,ยโสธร,1,นาย,ยุทธนา,ยุพฤทธ์ิ,9,ภูมิใจไทย
3724,ยโสธร,1,นาย,นิติธร,จันทรบุตร,10,สยามพัฒนา
3725,ยโสธร,1,นาย,สนุก,สิงห์มาตร,11,พลังประชารัฐ
3726,ยโสธร,1,นางสาว,กัญญาณัฐ,ไตรยสุทธ์ิ,12,ประชาชนปฏิรูป
3727,ยโสธร,1,นาง,เพ็ญศรี,เหง้าวิชัย,13,เสรีรวมไทย
3728,ยโสธร,1,นาย,สมจิตร,กันหาวรรค,14,ประชานิยม
3729,ยโสธร,1,นาย,ประเดิม,อุปยะโส,15,ประชาภิวัฒน์
3730,ยโสธร,1,นาย,เปี่ยน,หนันทุม,16,รวมพลังประชาชาติไทย
3731,ยโสธร,1,นาย,อวยชัย,สุทธิอาคาร,17,พลังท้องถ่ินไท
3732,ยโสธร,1,นาย,เกียรติชัย,มาตะราช,18,พลังธรรมใหม่
3733,ยโสธร,2,นาย,รณฤทธิชัย,คานเขต,1,พลังประชารัฐ
3734,ยโสธร,2,นาย,กริชเพชร,พลศรี,2,ประชาธิปัตย์
3735,ยโสธร,2,นาย,วรชัย,บุตรสิงห์,3,พลังไทยรักไทย
3736,ยโสธร,2,นาย,สรยุทธ,ทองขํา,4,พลังท้องถ่ินไท
3737,ยโสธร,2,นางสาว,สายน้ําผึ้ง,สิริเรืองธนชัย,5,ชาติพัฒนา
3738,ยโสธร,2,นาย,ชื่น,วงษ์เพ็ญ,6,ภูมิใจไทย
3739,ยโสธร,2,นาย,สันติ,เก่งหล้า,7,เพื่อนไทย
3740,ยโสธร,2,นาย,สงวนศักดิ์,ยางก้อน,8,รวมใจไทย
3741,ยโสธร,2,นาย,บุญแก้ว,สมวงศ์,9,เพื่อไทย
3742,ยโสธร,2,นาย,พงศกรณ์,พิลาบุตร,10,เพื่อชาติ
3743,ยโสธร,2,นาย,จินดา,กุบแก้ว,11,ประชาชนปฏิรูป
3744,ยโสธร,2,พันตํารวจโท,ประมวล,ตาราช,12,ประชาภิวัฒน์
3745,ยโสธร,2,นาย,สุริยะเทพ,กตะศิลา,13,รวมพลังประชาชาติไทย
3746,ยโสธร,2,นาย,รังสรรค์,กตะศิลา,14,ประชานิยม
3747,ยโสธร,2,นาย,กิตติ,ดวงแสง,15,อนาคตใหม่
3748,ยโสธร,2,นาย,เวียงชัย,ขอสุข,16,พลังธรรมใหม่
3749,ยโสธร,3,นาย,เชิดศักดิ์,แสงโชติ,1,ประชาชาติ
3750,ยโสธร,3,นาง,รวีวัชร์,ขันธรักษ์บวรชัย,2,รักษ์ผืนป่าประเทศไทย
3751,ยโสธร,3,นาย,เดชา,จันดาพันธ์,3,อนาคตใหม่
3752,ยโสธร,3,นาย,ชัยณรงค์,กองศรีมา,4,เสรีรวมไทย
3753,ยโสธร,3,นาย,พิกิฏ,ศรีชนะ,5,พลังประชารัฐ
3754,ยโสธร,3,นาย,นคร,ศรีมันตะ,6,ประชาธิปัตย์
3755,ยโสธร,3,นาย,ปวุทธ,ขจรวรรณรักษ์,7,รวมพลังประชาชาติไทย
3756,ยโสธร,3,นาย,พิทยา,พาลุสุข,8,เพื่อชาติ
3757,ยโสธร,3,นาย,ธนกร,ไชยกุล,9,เพื่อไทย
3758,ยโสธร,3,นาย,อุทัย,ขันเงิน,10,ชาติพฒันา
3759,ยโสธร,3,นาย,ไมตรี,พันธ์ุสวัสดิ์,11,ประชาภิวัฒน์
3760,ยโสธร,3,นาง,พิชญากร,เสมอภาค,12,เพื่อนไทย
3761,ยโสธร,3,นาย,ชาลี,จารุสาร,13,พลังชาติไทย
3762,ยโสธร,3,นาย,ธรานนท์,ประดับศรี,14,ภูมิใจไทย
3763,ยโสธร,3,นาย,ทวีชัย,แสวงผล,15,ประชาธิปไตยใหม่
3764,ยโสธร,3,นาย,วิสันต์,เดชเสน,16,ชาติไทยพัฒนา
3765,ยโสธร,3,นาย,สมพงษ์,พยุงวงษ์,17,สยามพัฒนา
3766,ยโสธร,3,นาย,วิโรจน์,สุทนต์,18,ประชานิยม
3767,ยโสธร,3,นาย,ไพรวัลย์,บุญศรี,19,ประชาชนปฏิรูป
3768,ยะลา,1,นาย,มะดิง,เย็ง,1,ชาติไทยพัฒนา
3769,ยะลา,1,นาย,สัญญา,สุวรรณโพธ์ิ,2,ประชาชาติ
3770,ยะลา,1,นางสาว,สุไรดา,ยูโซะปลูกา,3,ประชาภิวัฒน์
3771,ยะลา,1,นาย,อาดิลัน,อาลีอิสเฮาะ,4,พลังประชารัฐ
3772,ยะลา,1,นาย,จิรายุ,เบ็ญจวงศ์,5,อนาคตใหม่
3773,ยะลา,1,นาย,นุรดิน,อาสาบาโงย,6,ภูมิใจไทย
3774,ยะลา,1,นาย,บือราเฮง,หะยีหะมะ,7,เพื่อธรรม
3775,ยะลา,1,นาย,ภูริพงศ์,พงษ์สุวรรณศิริ,8,ประชาธิปัตย์
3776,ยะลา,1,นาย,อดลุย์,สะอิ,9,พลังท้องถ่ินไท
3777,ยะลา,1,นาย,ยูซุฟ,อับดุรรอฮีม,10,ไทยรักษาชาติ
3778,ยะลา,1,นาย,มุกตาร์,จะปะกิยา,11,เพื่อคนไทย
3779,ยะลา,1,นาย,เชล,ติ้งคํา,12,รวมพลังประชาชาติไทย
3780,ยะลา,1,นาย,วารินทร์,สุคนธชาติ,13,สยามพัฒนา
3781,ยะลา,1,นาย,ต่วนอิสเฮาะ,โต๊ะนิแต,14,เสรีรวมไทย
3782,ยะลา,1,นาย,ยูโซฟ,หะยีอาซา,15,ชาติพัฒนา
3783,ยะลา,1,นาย,สุริยา,มะหะจิ,16,เพื่อชาติ
3784,ยะลา,1,นางสาว,มายีด๊ะ,ยะลาแน,17,รักษ์ผืนป่าประเทศไทย
3785,ยะลา,2,นาย,ฮัสซัน,ดาตู,1,พลังประชารัฐ
3786,ยะลา,2,นาย,ไซด์นอน,แวหามะ,2,อนาคตใหม่
3787,ยะลา,2,นาย,นนทวัฒน์,โต๊ะหนู,3,เสรีรวมไทย
3788,ยะลา,2,นาย,ริดวาน,มะเต๊ะ,4,ภูมิใจไทย
3789,ยะลา,2,นาย,อับดุลการิม,เด็งระกีนา,5,รวมพลังประชาชาติไทย
3790,ยะลา,2,นาย,อนุชา,เจ๊ะ,6,ประชาภิวัฒน์
3791,ยะลา,2,นาย,ธรนินทร์,ยะมาแล,7,พลังท้องถ่ินไท
3792,ยะลา,2,นาย,ซูการ์โน,มะทา,8,ประชาชาติ
3793,ยะลา,2,นาย,สะมาแอ,มะดีเย๊าะ,9,เพื่อคนไทย
3794,ยะลา,2,นาย,ซูลกือระนัย,หะระตี,10,คลองไทย
3795,ยะลา,2,นาย,อับดุลเล๊าะ,บุวา,11,ประชาธิปัตย์
3796,ยะลา,2,นาย,กอเซ็ง,จิงดารา,12,ไทยรักษาชาติ
3797,ยะลา,2,นาย,แวหะมะ,แวมะมิง,13,ชาติไทยพัฒนา
3798,ยะลา,2,นาย,นิมะตอเฮ,วิชา,14,เพื่อธรรม
3799,ยะลา,2,นาย,อาแว,สือเตาะ,15,ชาติพัฒนา
3800,ยะลา,2,นาง,ฮามีย๊ะ,ลือแม,16,เพื่อชาติ
3801,ยะลา,2,นางสาว,สาฮาด๊ะ,สาและ,17,รักษ์ผืนป่าประเทศไทย
3802,ยะลา,3,นาย,มูหมัด,จารง,1,เพื่อคนไทย
3803,ยะลา,3,นาย,สอยูวัน,อาลีมามะ,2,ภูมิใจไทย
3804,ยะลา,3,นาย,หวังหะมะ,บือนา,3,พลังประชารัฐ
3805,ยะลา,3,นาย,ซอลาฮุดดีน,ยาญา,4,รวมพลังประชาชาติไทย
3806,ยะลา,3,นาย,อับดุลตอเล็บ,มะแตหะ,5,ประชาภิวัฒน์
3807,ยะลา,3,นาย,ชาญชัย,บารูเลิศ,6,ชาติไทยพัฒนา
3808,ยะลา,3,นาย,ฮะหามะ,กามะ,7,เสรีรวมไทย
3809,ยะลา,3,นาย,มะรูดิน,กระโด,8,เพื่อธรรม
3810,ยะลา,3,นาย,อับดุลอายี,สาแม็ง,9,ประชาชาติ
3811,ยะลา,3,นาย,สะตอพา,วาแมดีซา,10,สยามพัฒนา
3812,ยะลา,3,นาย,ซูไฮมีย์,กามะ,11,คลองไทย
3813,ยะลา,3,นาย,ณรงค์,ดูดิง,12,ประชาธิปัตย์
3814,ยะลา,3,นาย,วรชัย,ชัยพิชญากุล,13,ชาติพัฒนา
3815,ยะลา,3,นาย,แวหะมะ,แวและ,14,ไทยรักษาชาติ
3816,ยะลา,3,นาง,รอสนะ,เจะเละ,15,รักษ์ผืนป่าประเทศไทย
3817,ยะลา,3,นางสาว,อมีนา,หะยีสาเอะ,16,เพื่อชาติ
3818,ยะลา,3,นาย,ณรงค์,อาแว,17,อนาคตใหม่
3819,ร้อยเอ็ด,1,นาย,อนุรักษ์,จุรีมาศ,1,ชาติไทยพัฒนา
3820,ร้อยเอ็ด,1,นาย,ถนอมรัฐ,ชลอเลิศ,2,ประชาชนปฏิรูป
3821,ร้อยเอ็ด,1,นาย,สานิต,ว่องสัธนพงษ์,3,พลังประชารัฐ
3822,ร้อยเอ็ด,1,นาย,ณรงค์,ประดับสุข,4,ภูมิใจไทย
3823,ร้อยเอ็ด,1,นาย,วิชาญ,บุตรสอน,5,รักษ์ผืนป่าประเทศไทย
3824,ร้อยเอ็ด,1,นาย,อุบล,แก้วประสาน,6,ประชาชาติ
3825,ร้อยเอ็ด,1,นาย,สายันต์,อินสอน,7,เศรษฐกิจใหม่
3826,ร้อยเอ็ด,1,นาย,บรรจง,สาวิสิทธ์ิ,8,พลังท้องถ่ินไท
3827,ร้อยเอ็ด,1,นาย,เดชอนันต์,ญาตินิยม,9,พลังธรรมใหม่
3828,ร้อยเอ็ด,1,นาย,ภูธเนศ,โพธิประสิทธ์ิ,10,ไทยธรรม
3829,ร้อยเอ็ด,1,นาย,บุญยัง,ถินคําเชิด,11,ประชาภิวัฒน์
3830,ร้อยเอ็ด,1,นาย,จําลอง,การะดี,12,เพื่อนไทย
3831,ร้อยเอ็ด,1,นาย,พงศกรณ์,ตั้งกิตติ์ตระกูล,13,เสรีรวมไทย
3832,ร้อยเอ็ด,1,นาย,วราวงษ์,พันธ์ุศิลา,14,เพื่อไทย
3833,ร้อยเอ็ด,1,พันโท,ราชวัติ,อัคเสริญ,15,ประชาไทย
3834,ร้อยเอ็ด,1,ร้อยตรี,จํารัส,สารจันทร์,16,ประชานิยม
3835,ร้อยเอ็ด,1,นางสาว,นภาพร,พวงช้อย,17,ประชาธิปัตย์
3836,ร้อยเอ็ด,1,นาย,ธนกฤต,ชาติอนุลักษณ์,18,รวมพลังประชาชาติไทย
3837,ร้อยเอ็ด,1,นาย,วีระศักดิ์,แสงสว่าง,19,เพื่อชาติ
3838,ร้อยเอ็ด,2,นาย,จํารัส,สรสาร,1,อนาคตใหม่
3839,ร้อยเอ็ด,2,นางสาว,สุดารัตน์,วรรณพัฒน์,2,ไทยธรรม
3840,ร้อยเอ็ด,2,นาย,โกศล,เวียงอินทร์,3,เศรษฐกิจใหม่
3841,ร้อยเอ็ด,2,นาง,วัฒนา,ซาเหลา,4,ชาติพัฒนา
3842,ร้อยเอ็ด,2,นาย,เฉลิมพล,ระดาพัฒน์,5,ชาติไทยพัฒนา
3843,ร้อยเอ็ด,2,นาย,ทินกร,อ่อนประทุม,6,ประชาธิปัตย์
3844,ร้อยเอ็ด,2,นาย,เวชยันต์,ชมภูบุตร,7,เสรีรวมไทย
3845,ร้อยเอ็ด,2,นาย,ไพบูลย์,ปัจจัยโค,8,สยามพัฒนา
3846,ร้อยเอ็ด,2,นาย,อาภา,จันทร์มณฑล,9,เพื่อแผ่นดิน
3847,ร้อยเอ็ด,2,นางสาว,นงค์นุช,วัฒพจน์,10,ประชานิยม
3848,ร้อยเอ็ด,2,นาย,สุนทร,ดวงวงษา,11,พลังธรรมใหม่
3849,ร้อยเอ็ด,2,นาย,อภิชาติ,รักพงษ์,12,ประชาภิวัฒน์
3850,ร้อยเอ็ด,2,นาย,วีระวัฒน์,โพธ์ิเปี้ยศรี,13,เพื่อชาติ
3851,ร้อยเอ็ด,2,นาย,ภัทรพันธ์,สุวรรณศรี,14,เพื่อนไทย
3852,ร้อยเอ็ด,2,นาง,รัชนี,พลซื่อ,15,พลังประชารัฐ
3853,ร้อยเอ็ด,2,นาย,ฉลาด,ขามช่วง,16,เพื่อไทย
3854,ร้อยเอ็ด,2,นางสาว,บญุยรัตน์,อาษาศึก,17,รวมพลังประชาชาติไทย
3855,ร้อยเอ็ด,2,นาย,เกียรติศักดิ์,ไค่นุ่นกา,18,พลังท้องถ่ินไท
3856,ร้อยเอ็ด,2,นางสาว,ศิริพร,ฉันวิจิตร,19,รักษ์ผืนป่าประเทศไทย
3857,ร้อยเอ็ด,2,นาย,สังเวียน,พิลาพักตร์,20,ประชาชนปฏิรูป
3858,ร้อยเอ็ด,2,นาย,ธงชัย,จันทะคัด,21,ประชาธิปไตยใหม่
3859,ร้อยเอ็ด,2,นาย,รัศมี,ทิณรัตน์,22,ประชาไทย
3860,ร้อยเอ็ด,3,นาย,นิติกร,ขัติยนนท์,1,รวมพลังประชาชาตไิทย
3861,ร้อยเอ็ด,3,นางสาว,วาสินีพร,พลเย่ียม,2,ภูมิใจไทย
3862,ร้อยเอ็ด,3,นางสาว,ทับทิม,ทิพประมวล,3,รักษ์ผืนป่าประเทศไทย
3863,ร้อยเอ็ด,3,นาย,เพชร,ประสานสุข,4,ไทยธรรม
3864,ร้อยเอ็ด,3,นาย,ร่วมภูมิศักดิ์,พลเย่ียม,5,อนาคตใหม่
3865,ร้อยเอ็ด,3,นาย,พรหมพันธ์,พลม่ัน,6,สยามพัฒนา
3866,ร้อยเอ็ด,3,นาย,พีระประพล,พลเยี่ยม,7,เพื่อชาติ
3867,ร้อยเอ็ด,3,นาย,ประสิทธ์ิ,เทพโอภาส,8,ชาติพัฒนา
3868,ร้อยเอ็ด,3,นาย,นิรมิต,สุจารี,9,เพื่อไทย
3869,ร้อยเอ็ด,3,นาย,ณรงค์,นาทองคํา,10,ประชาธิปัตย์
3870,ร้อยเอ็ด,3,นาง,สุมณฑา,เหล่าชัย,11,พลังธรรมใหม่
3871,ร้อยเอ็ด,3,นาย,เอกภาพ,พลซื่อ,12,พลังประชารัฐ
3872,ร้อยเอ็ด,3,นางสาว,ปุณณ์ปวีร์,เขตวิจารย์,13,เศรษฐกิจใหม่
3873,ร้อยเอ็ด,3,นาย,ประยง,ชารีดา,14,ประชาชนปฏิรูป
3874,ร้อยเอ็ด,3,นาง,จารุณี,พลเย่ียม,15,ประชาภิวัฒน์
3875,ร้อยเอ็ด,3,นาย,ฉัตรมงคล,ชาติพงศธร,16,ชาติไทยพัฒนา
3876,ร้อยเอ็ด,3,พันตํารวจโท,วิศิษฎ์,สุวรรณ์,17,เสรีรวมไทย
3877,ร้อยเอ็ด,3,นาย,ไพบูลย์,แสนมนตรี,18,พลังท้องถ่ินไท
3878,ร้อยเอ็ด,3,นาย,โยธิน,หนองขุ่นสาร,19,เพื่อนไทย
3879,ร้อยเอ็ด,3,ร้อยตรี,เสฏฐพัฒน์,คําแดงไสย์,20,ประชานิยม
3880,ร้อยเอ็ด,3,นาย,ฉลาด,มะเสนะ,21,เพื่อแผ่นดิน
3881,ร้อยเอ็ด,4,นาง,ศศิธร,พรหมชัยนันท์,1,ภูมิใจไทย
3882,ร้อยเอ็ด,4,นาย,สุรนันท์,โคตรภักดี,2,พลังท้องถ่ินไท
3883,ร้อยเอ็ด,4,นาย,ชัยชนะ,รัตนชัยฤทธ์ิ,3,ชาติพัฒนา
3884,ร้อยเอ็ด,4,นางสาว,กรัณฑรัตน์,จันชารา,4,เพื่อแผ่นดิน
3885,ร้อยเอ็ด,4,นาย,สุพัฒน์,คําภักดี,5,ประชาภิวัฒน์
3886,ร้อยเอ็ด,4,นาย,หาญณรงค์,วงษ์คําแก้ว,6,เสรีรวมไทย
3887,ร้อยเอ็ด,4,นาย,วุฒิพงษ์,เวียงนนท์,7,ประชาชาติ
3888,ร้อยเอ็ด,4,นาย,อาทิตย์สุนทร,ดีการกระทํา,8,ประชาชนปฏิรูป
3889,ร้อยเอ็ด,4,นาย,อดิศร,โพธิประสิทธ์ิ,9,ไทยธรรม
3890,ร้อยเอ็ด,4,นาง,สุภาพ,ติณรัตน์,10,อนาคตใหม่
3891,ร้อยเอ็ด,4,นาย,นพพร,โคตรสงคราม,11,รักษ์ผืนป่าประเทศไทย
3892,ร้อยเอ็ด,4,นาย,สมชาย,อินทรกําแหง,12,พลังธรรมใหม่
3893,ร้อยเอ็ด,4,นางสาว,ตวงรัตน์,วงศ์เวไนย,13,พลังประชารัฐ
3894,ร้อยเอ็ด,4,นาย,นิรันดร์,นาเมืองรักษ์,14,เพื่อไทย
3895,ร้อยเอ็ด,4,นาย,บัญชา,ย่อมอารีย์,15,เพื่อนไทย
3896,ร้อยเอ็ด,4,นางสาว,อัญชิสา,สีสาร,16,ประชาธิปัตย์
3897,ร้อยเอ็ด,4,นาย,อรรถนพ,เพียรชนะ,17,ชาติไทยพัฒนา
3898,ร้อยเอ็ด,4,นาย,ดํารงค์,จ้อยนุแสง,18,สยามพัฒนา
3899,ร้อยเอ็ด,4,นาย,วัจน์คมกริช,ศรีวะรมย์,19,เพื่อชาติ
3900,ร้อยเอ็ด,4,นาย,ยงยุทธ,ขัติยนนท์,20,รวมพลังประชาชาติไทย
3901,ร้อยเอ็ด,4,ว่าท่ีพันโท,สัมฤทธ์ิ,ถังสูงเนิน,21,ประชานิยม
3902,ร้อยเอ็ด,4,นาย,ศุภเดช,ไพสาระ,22,เศรษฐกิจใหม่
3903,ร้อยเอ็ด,5,นาย,พงษ์ศักดิ์,วรรณวงษ์,1,รวมพลังประชาชาติไทย
3904,ร้อยเอ็ด,5,นางสาว,จิราพร,สินธุไพร,2,เพื่อไทย
3905,ร้อยเอ็ด,5,นาย,ชาติชาย,อัตภูมิ,3,เพื่อชาติ
3906,ร้อยเอ็ด,5,นาย,ดํารงฤทธ์ิ,คุณะ,4,พลังธรรมใหม่
3907,ร้อยเอ็ด,5,นาย,จิรายุ,มณีพันธ์,5,ประชาธิปัตย์
3908,ร้อยเอ็ด,5,นาย,ทวีวัชรวงศ์,นาเมืองรักษ์,6,เศรษฐกิจใหม่
3909,ร้อยเอ็ด,5,นาย,สมบัติ,ขันโมลี,7,ภูมิใจไทย
3910,ร้อยเอ็ด,5,ร้อยตํารวจเอก,ประกาศิต,มีทอง,8,ประชานิยม
3911,ร้อยเอ็ด,5,นาย,สุริยา,เสาะสมบูรณ์,9,ชาติไทยพัฒนา
3912,ร้อยเอ็ด,5,นาย,ประจักษ์,ชุมพล,10,ประชาภิวัฒน์
3913,ร้อยเอ็ด,5,นาย,อุไร,ยาทุม,11,เพื่อนไทย
3914,ร้อยเอ็ด,5,นาย,เฉลิมศักดิ์,แสนปาง,12,พลังประชารัฐ
3915,ร้อยเอ็ด,5,นาย,โกสินทร์,อินทร์ห้างหว้า,13,พลังท้องถ่ินไท
3916,ร้อยเอ็ด,5,นาย,ทินกร,ปิยะวงษ์ณรัตน์,14,อนาคตใหม่
3917,ร้อยเอ็ด,5,นาย,ประจักร์,ธงศรี,15,พลังไทยรักไทย
3918,ร้อยเอ็ด,5,นางสาว,นิศารัตน์,ควรสุทธิ,16,ประชาชนปฏิรูป
3919,ร้อยเอ็ด,5,นาย,บุญร่วม,สร้อยศรี,17,ชาติพัฒนา
3920,ร้อยเอ็ด,5,นางสาว,นริศรา,จันชารา,18,เพื่อแผ่นดิน
3921,ร้อยเอ็ด,6,นาย,เกษม,มะรังษี,1,ประชาชาติ
3922,ร้อยเอ็ด,6,นาย,อนิวรรตน์,วรเชษฐ์,2,พลังประชารัฐ
3923,ร้อยเอ็ด,6,พันตํารวจโท,ศุภวิทย์,สูติสงค์,3,เสรีรวมไทย
3924,ร้อยเอ็ด,6,นาย,ชํานาญ,โพธิคลัง,4,อนาคตใหม่
3925,ร้อยเอ็ด,6,นาย,สายันต์,พาลําโกน,5,ชาติไทยพัฒนา
3926,ร้อยเอ็ด,6,นาย,ชยกร,วรรณวงษ์,6,รวมพลังประชาชาติไทย
3927,ร้อยเอ็ด,6,นาย,กิตติ,สมทรัพย์,7,เพื่อไทย
3928,ร้อยเอ็ด,6,นางสาว,กัญญาภรณ์,วงศ์โยธา,8,ชาติพัฒนา
3929,ร้อยเอ็ด,6,นาย,ไพโรจน์,สระคูพันธ์ุ,9,สยามพัฒนา
